desc,down,ydstogo,yardline_100,penalty_yards,penalty_accepted,penalty_type
"(8:11) (Shotgun) PENALTY on TEN-22-D.Henry, False Start, 5 yards, enforced at HOU 6 - No Play.",2,6,6,-5,TRUE,False Start
"(6:27) 10-D.Mills pass incomplete deep right to 4-P.Dorsett. PENALTY on TEN-39-T.Mitchell, Illegal Contact, 5 yards, enforced at HOU 25 - No Play.",1,10,75,5,TRUE,Illegal Contact
"(11:03) (Shotgun) 31-D.Pierce up the middle to HOU 48 for 23 yards (47-A.Adams). HOU-64-J.McCray was injured during the play. His return is Questionable.  PENALTY on HOU-64-J.McCray, Offensive Holding, 10 yards, enforced at HOU 25 - No Play.",2,10,75,-10,TRUE,Offensive Holding
"(7:44) (Shotgun) 40-D.Hilliard left tackle to TEN 36 for no gain (56-T.Booker, 24-D.Stingley). Penalty on TEN-55-A.Brewer, Offensive Holding, declined.",3,5,64,NA,FALSE,NA
"(1:05) (No Huddle, Shotgun) PENALTY on HOU-62-K.McDermott, False Start, 5 yards, enforced at TEN 48 - No Play.",1,10,48,-5,TRUE,False Start
"(3:42) (Shotgun) 4-S.Ehlinger right end pushed ob at WAS 27 for no gain (96-J.Smith-Williams). PENALTY on WAS-96-J.Smith-Williams, Face Mask, 14 yards, enforced at WAS 27 - No Play.",2,1,27,14,TRUE,Face Mask
"(5:14) (Shotgun) PENALTY on IND-69-M.Pryor, False Start, 5 yards, enforced at IND 24 - No Play.",2,9,76,-5,TRUE,False Start
"(:37) (Shotgun) 4-S.Ehlinger scrambles left end ran ob at WAS 32 for 21 yards (31-K.Curl). PENALTY on IND-69-M.Pryor, Offensive Holding, 10 yards, enforced at IND 47 - No Play.",2,1,53,-10,TRUE,Offensive Holding
"(11:49) (Shotgun) 4-S.Ehlinger scrambles left end to WAS 20 for 6 yards (59-J.Bostic). PENALTY on IND-56-Q.Nelson, Offensive Holding, 10 yards, enforced at WAS 26 - No Play.",2,12,26,-10,TRUE,Offensive Holding
"(11:22) (Shotgun) 4-S.Ehlinger pass incomplete deep right to 1-P.Campbell. PENALTY on WAS-37-R.Wildgoose, Defensive Pass Interference, 30 yards, enforced at WAS 36 - No Play.",2,22,36,30,TRUE,Defensive Pass Interference
"7-C.McLaughlin kicks 65 yards from IND 35 to WAS 0. 24-A.Gibson to WAS 22 for 22 yards (26-R.McLeod). PENALTY on WAS-88-A.Rogers, Illegal Double-Team Block, 8 yards, enforced at WAS 16.",NA,0,35,-8,TRUE,Illegal Double-Team Block
"(12:17) (Shotgun) 8-L.Jackson sacked at BAL 13 for 0 yards (32-T.Mathieu). PENALTY on NO-92-M.Davenport, Illegal Use of Hands, 5 yards, enforced at BAL 13 - No Play.",2,8,87,5,TRUE,Illegal Use of Hands
"(10:36) (Shotgun) 14-A.Dalton pass deep middle intended for 83-J.Johnson INTERCEPTED by 14-K.Hamilton at NO 36. 14-K.Hamilton ran ob at NO 13 for 23 yards (71-R.Ramczyk). PENALTY on BAL-36-C.Clark, Defensive Pass Interference, 6 yards, enforced at NO 16 - No Play.",1,10,84,6,TRUE,Defensive Pass Interference
"(1:20) 7-T.Hill in at quarterback. (Shotgun) 7-T.Hill left end pushed ob at NO 23 for 3 yards (18-R.Smith; 6-P.Queen). PENALTY on NO-51-C.Ruiz, Offensive Holding, 10 yards, enforced at NO 20 - No Play.",1,10,80,-10,TRUE,Offensive Holding
"(11:13) PENALTY on NO-71-R.Ramczyk, False Start, 5 yards, enforced at NO 30 - No Play.",2,2,70,-5,TRUE,False Start
"(10:09) (Shotgun) PENALTY on BAL-50-J.Houston, Neutral Zone Infraction, 5 yards, enforced at NO 24 - No Play.",3,8,76,5,TRUE,Neutral Zone Infraction
"(9:00) (Shotgun) 8-L.Jackson pass deep right to 15-D.Jackson ran ob at BAL 42 for 23 yards. PENALTY on BAL-78-M.Moses, Ineligible Downfield Pass, 5 yards, enforced at BAL 19 - No Play.",2,10,81,-5,TRUE,Ineligible Downfield Pass
"(13:41) (Shotgun) 17-K.Drake right end to 50 for 5 yards (6-M.Maye; 20-P.Werner). PENALTY on BAL-79-R.Stanley, Offensive Holding, 10 yards, enforced at BAL 45 - No Play.",1,10,55,-10,TRUE,Offensive Holding
"(13:13) (Shotgun) 8-L.Jackson pass short left to 43-J.Hill to BAL 43 for 8 yards (20-P.Werner; 27-A.Taylor). PENALTY on NO-97-M.Roach, Roughing the Passer, 15 yards, enforced at BAL 43. Pass 4, YAC 4",1,20,65,15,TRUE,Roughing the Passer
"(9:36) (Shotgun) PENALTY on BAL, Delay of Game, 5 yards, enforced at NO 14 - No Play.",2,5,14,-5,TRUE,Delay of Game
"(6:52) (Shotgun) PENALTY on NO-51-C.Ruiz, False Start, 5 yards, enforced at NO 17 - No Play.",1,10,83,-5,TRUE,False Start
"2-T.Bass kicks 61 yards from BUF 35 to NYJ 4. 10-B.Berrios to NYJ 44 for 40 yards (39-C.Lewis). PENALTY on NYJ-36-M.Harris, Offensive Holding, 10 yards, enforced at NYJ 26.",NA,0,35,-10,TRUE,Offensive Holding
"(3:16) 23-J.Robinson right tackle pushed ob at NYJ 43 for 5 yards (4-J.Johnson). PENALTY on BUF-4-J.Johnson, Face Mask, 15 yards, enforced at NYJ 43.",2,3,62,15,TRUE,Face Mask
"(8:07) (Shotgun) PENALTY on NYJ-11-D.Mims, False Start, 5 yards, enforced at BUF 22 - No Play.",1,10,22,-5,TRUE,False Start
"(12:40) 7-B.Mann punts 46 yards to BUF 12, Center-42-T.Hennessy, fair catch by 20-N.Hines. PENALTY on NYJ-34-J.Hardee, Unnecessary Roughness, 15 yards, enforced at BUF 12.",4,8,58,-15,TRUE,Unnecessary Roughness
"(5:14) (Shotgun) PENALTY on BUF-99-T.Settle, Encroachment, 5 yards, enforced at BUF 47 - No Play.",1,10,47,5,TRUE,Encroachment
"(1:43) (Shotgun) 17-J.Allen pass deep right to 14-S.Diggs to NYJ 49 for 26 yards. PENALTY on BUF-73-D.Dawkins, Offensive Holding, 10 yards, enforced at BUF 25 - No Play.",1,10,75,-10,TRUE,Offensive Holding
"4-E.Pineiro kicks 67 yards from CAR 35 to CIN -2. 25-C.Evans pushed ob at CIN 24 for 26 yards (42-S.Franklin). PENALTY on CIN-44-C.Johnston, Offensive Holding, 10 yards, enforced at CIN 20.",NA,0,35,-10,TRUE,Offensive Holding
"(7:45) 10-J.Hekker punts 54 yards to CIN 15, Center-44-J.Jansen, fair catch by 11-T.Taylor. PENALTY on CAR-27-M.Blair, Unnecessary Roughness, 15 yards, enforced at CIN 15.",4,4,69,-15,TRUE,Unnecessary Roughness
"(2:43) (Shotgun) PENALTY on CIN-11-T.Taylor, False Start, 5 yards, enforced at CAR 47 - No Play.",1,10,47,-5,TRUE,False Start
"(14:39) 9-J.Burrow right guard for 1 yard, TOUCHDOWN. Penalty on CAR-53-B.Burns, Defensive Offside, declined.",2,1,1,NA,FALSE,NA
"(13:19) (Shotgun) PENALTY on CAR-72-T.Moton, False Start, 5 yards, enforced at CAR 32 - No Play.",3,3,68,-5,TRUE,False Start
"(9:17) (Shotgun) 9-J.Burrow sacked at CAR 27 for -7 yards (53-B.Burns). PENALTY on CAR-98-M.Haynes, Defensive Offside, 5 yards, enforced at CAR 20 - No Play.",3,4,20,5,TRUE,Defensive Offside
"(6:47) 75-C.Erving reported in as eligible.  11-P.Walker pass deep right intended for 82-T.Tremble INTERCEPTED by 57-G.Pratt at CAR 45. 57-G.Pratt to CAR 42 for 3 yards (82-T.Tremble, 45-G.Ricci). Penalty on CAR-75-C.Erving, Illegal Formation, declined.",2,6,75,NA,FALSE,NA
"(3:50) 28-J.Mixon right end for 1 yard, TOUCHDOWN. Penalty on CAR-97-Y.Gross-Matos, Defensive Offside, declined.",3,1,1,NA,FALSE,NA
"(3:12) 11-P.Walker pass incomplete deep left to 2-D.Moore. PENALTY on CIN-29-C.Taylor-Britt, Illegal Contact, 5 yards, enforced at CAR 29 - No Play.",2,6,71,5,TRUE,Illegal Contact
"(2:14) (Shotgun) 11-P.Walker pass incomplete short left to 12-S.Smith [91-T.Hendrickson]. Penalty on CAR, Illegal Shift, declined.",3,4,60,NA,FALSE,NA
"(2:10) 10-J.Hekker punts 50 yards to CIN 10, Center-44-J.Jansen, fair catch by 11-T.Taylor. PENALTY on CAR-57-D.Wilson, Ineligible Downfield Kick, 5 yards, enforced at CIN 10.",4,4,60,-5,TRUE,Ineligible Downfield Kick
"(1:40) 10-K.Huber punts 44 yards to CAR 16, Center-48-C.Adomitis. 12-S.Smith to CAR 28 for 12 yards (31-M.Thomas; 49-J.Bachie). PENALTY on CAR-24-C.Henderson, Illegal Block Above the Waist, 10 yards, enforced at CAR 21.",4,2,60,10,TRUE,Illegal Block Above the Waist
"(:17) (Shotgun) 9-J.Burrow pass incomplete deep right to 16-T.Irwin. PENALTY on CAR-53-B.Burns, Defensive Offside, 5 yards, enforced at CAR 17 - No Play. The Replay Official reviewed the incomplete pass ruling, and the play was Upheld. The ruling on the field stands.",3,15,17,5,TRUE,Defensive Offside
"(13:26) (Shotgun) PENALTY on CAR-72-T.Moton, False Start, 5 yards, enforced at CIN 22 - No Play.",2,5,22,-5,TRUE,False Start
"(10:52) PENALTY on CIN-65-A.Cappa, False Start, 5 yards, enforced at CIN 25 - No Play.",1,10,75,-5,TRUE,False Start
"(4:44) 77-H.Adeniji reported in as eligible.  28-J.Mixon left end for 14 yards, TOUCHDOWN. Penalty on CAR-99-M.Ioannidis, Defensive Offside, declined.",2,4,14,NA,FALSE,NA
"(3:51) 10-J.Hekker punts 45 yards to CIN 24, Center-44-J.Jansen. 11-T.Taylor to CIN 29 for 5 yards (40-B.Smith). PENALTY on CIN-80-Mi.Thomas, Illegal Block Above the Waist, 10 yards, enforced at CIN 29.",4,4,69,10,TRUE,Illegal Block Above the Waist
"(2:28) (No Huddle, Shotgun) 6-B.Mayfield pass short middle to 88-T.Marshall to CIN 25 for 16 yards (51-M.Bailey; 30-J.Bates). Penalty on CIN-29-C.Taylor-Britt, Illegal Use of Hands, declined.",2,3,41,NA,FALSE,NA
"(4:00) 16-J.Goff pass short right to 46-C.Reynolds ran ob at DET 23 for no gain. PENALTY on DET-68-T.Decker, Offensive Holding, 10 yards, enforced at DET 23 - No Play.",2,7,77,-10,TRUE,Offensive Holding
"(2:38) 12-A.Rodgers pass incomplete short middle to 89-M.Lewis [97-A.Hutchinson]. PENALTY on GB-69-D.Bakhtiari, Offensive Holding, 10 yards, enforced at DET 45 - No Play.",2,7,45,-10,TRUE,Offensive Holding
"(13:44) (Shotgun) PENALTY on DET-68-T.Decker, False Start, 5 yards, enforced at DET 26 - No Play.",3,4,74,-5,TRUE,False Start
"(11:47) 32-D.Swift right tackle to GB 46 for 4 yards (29-R.Douglas). PENALTY on DET-85-T.Kennedy, Offensive Holding, 10 yards, enforced at GB 47.",2,5,50,-10,TRUE,Offensive Holding
"(2:35) (Shotgun) 16-J.Goff pass short right to 85-T.Kennedy pushed ob at GB 45 for 16 yards (23-J.Alexander). PENALTY on GB-23-J.Alexander, Unnecessary Roughness, 15 yards, enforced at GB 45.",1,10,61,15,TRUE,Unnecessary Roughness
"17-M.Badgley extra point is No Good, Wide Left, Center-47-S.Daly, Holder-3-J.Fox. PENALTY on GB-23-J.Alexander, Running Into the Kicker, 1 yard, enforced at GB 15 - No Play. The Replay Official reviewed the running into the kicker ruling, and the play was Upheld. The ruling on the field stands.",NA,0,15,NA,TRUE,Running Into the Kicker
"(10:40) (Shotgun) 16-J.Goff sacked at DET 9 for -11 yards (55-K.Enagbare). PENALTY on GB-55-K.Enagbare, Roughing the Passer, 15 yards, enforced at DET 20 - No Play.",3,3,80,15,TRUE,Roughing the Passer
"(6:10) (No Huddle, Shotgun) 12-A.Rodgers scrambles right tackle to DET 32 for 7 yards (99-J.Okwara). DET-99-J.Okwara was injured during the play.  PENALTY on DET-25-W.Harris, Illegal Use of Hands, 5 yards, enforced at DET 32.",3,8,39,5,TRUE,Illegal Use of Hands
"(4:43) (Shotgun) PENALTY on DET-77-F.Ragnow, False Start, 5 yards, enforced at DET 30 - No Play.",2,10,70,-5,TRUE,False Start
"(4:39) (Shotgun) 16-J.Goff pass incomplete deep right to 11-K.Raymond. PENALTY on GB-25-K.Nixon, Defensive Holding, 5 yards, enforced at DET 25 - No Play.",3,15,75,5,TRUE,Defensive Holding
"(13:03) (Shotgun) 12-A.Rodgers pass short left to 8-Am.Rodgers pushed ob at 50 for 4 yards (39-J.Jacobs; 38-C.Moore). PENALTY on GB-83-S.Toure, Offensive Pass Interference, 10 yards, enforced at GB 46 - No Play.",2,7,54,-10,TRUE,Offensive Pass Interference
"(8:44) (Shotgun) 12-A.Rodgers pass short left to 81-J.Deguara to DET 18 for 3 yards (39-J.Jacobs). PENALTY on GB-13-A.Lazard, Offensive Pass Interference, 10 yards, enforced at DET 21 - No Play.",1,10,21,-10,TRUE,Offensive Pass Interference
"(8:09) (Shotgun) 12-A.Rodgers pass incomplete deep left to 83-S.Toure. PENALTY on DET-39-J.Jacobs, Defensive Pass Interference, 17 yards, enforced at DET 31 - No Play.",2,20,31,17,TRUE,Defensive Pass Interference
"(6:30) 42-J.Jackson left end to DET 32 for 9 yards (55-K.Enagbare). PENALTY on DET-89-B.Wright, Offensive Holding, 10 yards, enforced at DET 23 - No Play.",1,10,77,-10,TRUE,Offensive Holding
"(6:02) (Shotgun) 16-J.Goff pass short right to 32-D.Swift to DET 21 for 8 yards (51-K.Barnes). GB-51-K.Barnes was injured during the play.  PENALTY on GB-51-K.Barnes, Unnecessary Roughness, 15 yards, enforced at DET 21.",2,20,87,15,TRUE,Unnecessary Roughness
"(12:50) (Shotgun) 4-S.Ehlinger sacked at IND 22 for -8 yards (9-M.Judon). PENALTY on NE-95-D.Ekuale, Roughing the Passer, 15 yards, enforced at IND 30 - No Play.",3,11,70,15,TRUE,Roughing the Passer
"(10:48) 38-R.Stevenson up the middle to NE 9 for 5 yards (51-K.Paye). Penalty on NE-69-C.Strange, Illegal Use of Hands, declined.",2,15,96,NA,FALSE,NA
"(10:29) (No Huddle, Shotgun) 38-R.Stevenson left guard to IND 29 for 3 yards (44-Z.Franklin). PENALTY on NE-76-I.Wynn, Offensive Holding, 10 yards, enforced at IND 32 - No Play.",1,10,32,-10,TRUE,Offensive Holding
"(8:03) (Shotgun) 4-S.Ehlinger pass short left to 11-M.Pittman pushed ob at IND 39 for 12 yards (23-K.Dugger). PENALTY on IND-72-B.Smith, Illegal Use of Hands, 10 yards, enforced at IND 27 - No Play.",3,8,73,-10,TRUE,Illegal Use of Hands
"(1:57) (Shotgun) PENALTY on IND-51-K.Paye, Neutral Zone Infraction, 5 yards, enforced at NE 38 - No Play.",3,8,62,5,TRUE,Neutral Zone Infraction
"(1:57) (Shotgun) 10-M.Jones sacked at NE 38 for -5 yards (sack split by 99-D.Buckner and 44-Z.Franklin). Penalty on NE-77-T.Brown, Offensive Holding, declined.",3,3,57,NA,FALSE,NA
"(1:01) (Shotgun) PENALTY on NE-95-D.Ekuale, Encroachment, 5 yards, enforced at IND 44 - No Play.",1,10,56,5,TRUE,Encroachment
"(10:13) (Field Goal formation) PENALTY on NE-49-J.Cardona, False Start, 5 yards, enforced at IND 5 - No Play.",4,5,5,-5,TRUE,False Start
"(13:23) 13-B.Pinion punts 46 yards to LAC 27, Center-48-L.McCullough. 1-D.Carter to LAC 36 for 9 yards (53-N.Kwiatkoski, 28-M.Ford). PENALTY on LAC-36-J.Taylor, Offensive Holding, 10 yards, enforced at LAC 27.",4,14,73,10,TRUE,Offensive Holding
"(12:34) (Shotgun) PENALTY on LAC-20-S.Michel, False Start, 5 yards, enforced at LAC 17 - No Play.",2,10,83,-5,TRUE,False Start
"(9:15) 30-A.Ekeler right tackle to ATL 39 for -3 yards (26-I.Oliver). PENALTY on LAC-79-T.Pipkins, Face Mask, 15 yards, enforced at ATL 36 - No Play.",1,10,36,-15,TRUE,Face Mask
"(:12) (Punt formation) PENALTY on ATL, Delay of Game, 5 yards, enforced at ATL 25 - No Play.",4,10,75,-5,TRUE,Delay of Game
"(11:26) (Shotgun) 84-C.Patterson left end for 38 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on ATL-76-K.McGary, Tripping, 10 yards, enforced at LAC 38 - No Play. Penalty on ATL-61-M.Hennessy, Offensive Holding, declined.",1,10,38,-10,FALSE,Tripping
"(12:12) 10-J.Herbert pass short right to 7-G.Everett to ATL 38 for 22 yards (95-T.Graham; 27-R.Grant). PENALTY on LAC-79-T.Pipkins, Offensive Holding, 10 yards, enforced at LAC 41. Penalty on LAC-63-C.Linsley, Ineligible Downfield Pass, declined.",1,10,60,-10,FALSE,Offensive Holding
"(2:38) (Shotgun) 10-J.Herbert pass deep left to 5-J.Palmer to ATL 39 for 18 yards (27-R.Grant) [9-L.Carter]. PENALTY on LAC-71-M.Feiler, Ineligible Downfield Pass, 5 yards, enforced at LAC 43 - No Play.",1,10,57,-5,TRUE,Ineligible Downfield Pass
"(12:43) 7-L.Fournette up the middle to LA 39 for 4 yards (58-J.Hollins). PENALTY on TB-70-R.Hainsey, Offensive Holding, 10 yards, enforced at LA 43 - No Play.",1,10,43,-10,TRUE,Offensive Holding
"(6:24) (Shotgun) 9-M.Stafford sacked at LA 20 for -7 yards (9-J.Tryon). PENALTY on TB-9-J.Tryon, Defensive Offside, 5 yards, enforced at LA 27 - No Play.",3,8,73,5,TRUE,Defensive Offside
"(3:18) (Shotgun) 7-L.Fournette left tackle to TB 29 for 6 yards (24-T.Rapp; 2-T.Hill). PENALTY on TB-76-D.Smith, Offensive Holding, 10 yards, enforced at TB 23 - No Play.",2,5,77,-10,TRUE,Offensive Holding
"(:15) (Shotgun) 9-M.Stafford pass short right to 27-D.Henderson to LA 22 for 2 yards (45-D.White). PENALTY on TB-59-G.Avery, Defensive Offside, 5 yards, enforced at LA 20 - No Play.",2,10,80,5,TRUE,Defensive Offside
"(4:44) (Shotgun) 12-T.Brady pass short left to 14-C.Godwin to LA 38 for 9 yards (6-D.Kendrick). Penalty on LA-52-T.Lewis, Defensive Offside, declined.",3,4,47,NA,FALSE,NA
"(1:41) (No Huddle, Shotgun) 12-T.Brady pass incomplete deep right to 13-M.Evans. PENALTY on LA-6-D.Kendrick, Defensive Pass Interference, 32 yards, enforced at TB 17 - No Play.",2,3,83,32,TRUE,Defensive Pass Interference
"(:48) (No Huddle, Shotgun) 12-T.Brady pass short left to 7-L.Fournette to LA 25 for 10 yards (24-T.Rapp; 5-J.Ramsey). Penalty on LA-52-T.Lewis, Defensive Offside, declined.",2,10,35,NA,FALSE,NA
"(14:17) 5-J.Camarda punts 53 yards to LA 23, Center-97-Z.Triner. 19-B.Powell pushed ob at TB 35 for 42 yards (5-J.Camarda). PENALTY on LA-21-R.Yeast, Offensive Holding, 10 yards, enforced at LA 35.",4,11,76,10,TRUE,Offensive Holding
"(7:56) 5-J.Camarda punts 57 yards to LA 13, Center-97-Z.Triner. 19-B.Powell to LA 23 for 10 yards (27-Z.McCollum). PENALTY on TB-41-K.Kieft, Offensive Holding, 10 yards, enforced at TB 30 - No Play.",4,5,70,-10,TRUE,Offensive Holding
"(7:46) (Punt formation) PENALTY on TB-98-A.Nelson, False Start, 5 yards, enforced at TB 20 - No Play.",4,15,80,-5,TRUE,False Start
"(9:19) (Shotgun) 12-T.Brady pass short left to 88-C.Otton to LA 28 for 9 yards (24-T.Rapp). PENALTY on TB-76-D.Smith, Offensive Holding, 10 yards, enforced at LA 37 - No Play.",3,10,37,-10,TRUE,Offensive Holding
"(:16) (No Huddle, Shotgun) 12-T.Brady pass incomplete short right to 13-M.Evans. PENALTY on LA-6-D.Kendrick, Defensive Pass Interference, 6 yards, enforced at LA 7 - No Play.",2,3,7,6,TRUE,Defensive Pass Interference
"(:09) (Shotgun) PENALTY on LA-71-B.Evans, False Start, 5 yards, enforced at LA 25 - No Play.",1,10,75,-5,TRUE,False Start
"(8:41) (No Huddle, Shotgun) 4-D.Carr pass short right to 13-H.Renfrow to LV 44 for 3 yards (2-R.Jenkins). PENALTY on LV-87-F.Moreau, Offensive Holding, 10 yards, enforced at LV 41 - No Play.",1,10,59,-10,TRUE,Offensive Holding
"(7:42) (No Huddle, Shotgun) 28-J.Jacobs right end to JAX 25 for 23 yards (5-A.Cisco). PENALTY on LV-10-M.Hollins, Offensive Holding, 10 yards, enforced at JAX 48 - No Play.",1,10,48,-10,TRUE,Offensive Holding
"2-D.Carlson extra point is GOOD, Center-47-T.Sieg, Holder-6-A.Cole. PENALTY on JAX-32-T.Campbell, Defensive Offside, 5 yards, enforced between downs.",NA,0,15,5,TRUE,Defensive Offside
"(12:45) 9-L.Cooke punts 53 yards to LV 16, Center-46-R.Matiscik. 13-H.Renfrow to LV 21 for 5 yards (48-C.Muma). PENALTY on JAX-57-C.Johnson, Offensive Holding, 10 yards, enforced at LV 21.",4,4,69,-10,TRUE,Offensive Holding
"(14:11) (Shotgun) 16-T.Lawrence pass short left to 13-C.Kirk ran ob at LV 28 for 12 yards. Penalty on LV-21-A.Robertson, Defensive Holding, declined.",2,5,40,NA,FALSE,NA
"(11:12) (No Huddle, Shotgun) 1-T.Etienne up the middle to LV 1 for no gain (30-D.Harmon). PENALTY on JAX-68-B.Scherff, Offensive Holding, 10 yards, enforced at LV 1 - No Play.",1,1,1,-10,TRUE,Offensive Holding
"10-R.Patterson extra point is GOOD, Center-46-R.Matiscik, Holder-9-L.Cooke. PENALTY on LV-33-R.Teamer, Defensive Offside, 5 yards, enforced between downs.",NA,0,15,5,TRUE,Defensive Offside
"10-R.Patterson extra point is GOOD, Center-46-R.Matiscik, Holder-9-L.Cooke. PENALTY on LV-97-A.Billings, Unnecessary Roughness, 15 yards, enforced between downs.",NA,0,15,15,TRUE,Unnecessary Roughness
"10-R.Patterson kicks 44 yards from 50 to LV 6. 22-A.Abdullah ran ob at LV 13 for 7 yards (42-A.Wingard). PENALTY on JAX-5-A.Cisco, Offside on Free Kick, 5 yards, enforced at LV 13.",NA,0,50,5,TRUE,Offside on Free Kick
"(9:20) (Shotgun) 16-T.Lawrence pass short left to 11-M.Jones pushed ob at JAX 23 for 15 yards (29-A.Averett). Penalty on LV-29-A.Averett, Defensive Holding, declined.",2,11,92,NA,FALSE,NA
"(6:30) (Punt formation) PENALTY on LV-10-M.Hollins, False Start, 5 yards, enforced at LV 30 - No Play.",4,7,70,-5,TRUE,False Start
"(1:15) 1-T.Etienne left end to LV 30 for 6 yards (24-J.Abram). Penalty on JAX-75-J.Taylor, Offensive Holding, declined.",3,7,36,NA,FALSE,NA
"(12:30) (Shotgun) 1-J.Fields pass incomplete deep left to 10-C.Claypool. PENALTY on MIA-27-K.Crossen, Defensive Pass Interference, 28 yards, enforced at MIA 48 - No Play.",3,2,48,28,TRUE,Defensive Pass Interference
"(7:42) (Shotgun) 1-T.Tagovailoa pass incomplete deep right to 10-T.Hill. CHI-22-K.Vildor was injured during the play. His return is Doubtful.  PENALTY on CHI-22-K.Vildor, Defensive Pass Interference, 32 yards, enforced at CHI 33 - No Play.",1,10,33,32,TRUE,Defensive Pass Interference
"(14:52) (Shotgun) 1-T.Tagovailoa pass short left to 10-T.Hill pushed ob at MIA 32 for 7 yards (4-E.Jackson). PENALTY on MIA-72-T.Armstead, Ineligible Downfield Pass, 5 yards, enforced at MIA 25 - No Play.",1,10,75,-5,TRUE,Ineligible Downfield Pass
"(11:05) (Shotgun) 1-T.Tagovailoa pass short right to 23-J.Wilson to CHI 6 for 4 yards (53-N.Morrow). PENALTY on CHI-91-D.Robinson, Roughing the Passer, 3 yards, enforced at CHI 6.",2,6,10,3,TRUE,Roughing the Passer
"(:25) PENALTY on MIA, Offensive Too Many Men on Field, 5 yards, enforced at CHI 18 - No Play.",2,10,18,-5,TRUE,Offensive Too Many Men on Field
"(5:23) (Shotgun) 1-J.Fields scrambles right end ran ob at CHI 35 for 8 yards (28-K.Kohou). PENALTY on CHI-67-S.Mustipher, Offensive Holding, 10 yards, enforced at CHI 27 - No Play.",2,8,73,-10,TRUE,Offensive Holding
"(2:32) (Shotgun) 1-T.Tagovailoa FUMBLES (Aborted) at CHI 37, and recovers at CHI 35. Penalty on MIA, Illegal Shift, declined.",3,2,31,NA,FALSE,NA
"(2:02) (Shotgun) 1-J.Fields pass short right intended for 19-E.St. Brown INTERCEPTED by 25-X.Howard at CHI 49. 25-X.Howard ran ob at CHI 48 for 1 yard. Penalty on CHI-71-R.Reiff, Offensive Holding, offsetting, enforced at CHI 35 - No Play. Penalty on MIA-25-X.Howard, Defensive Holding, offsetting.",1,10,65,NA,TRUE,NA
